---- OUTPUT (stdout) ----
Waiting for connection from team 0 on 9001
Waiting for connection from team 1 on 9002
Connected to team 0 on 9001
Connected to team 1 on 9002
Game started!
[Turn 51.266666666666666] [Damage event] PLANE_ATTACK: plane 0 damaged by 100 for 1 damage, now dead
[Turn 69.13333333333334] [Damage event] PLANE_ATTACK: plane 5 damaged by 104 for 1 damage, now dead
[Turn 69.4] [Damage event] PLANE_ATTACK: plane 24 damaged by 102 for 1 damage, now dead
[Turn 69.53333333333333] [Damage event] PLANE_ATTACK: plane 45 damaged by 102 for 1 damage, now dead
[Turn 70] [Damage event] PLANE_ATTACK: plane 25 damaged by 104 for 1 damage, now dead
[Turn 70.53333333333333] [Damage event] PLANE_ATTACK: plane 3 damaged by 102 for 1 damage, now dead
[Turn 71.13333333333334] [Damage event] PLANE_ATTACK: plane 16 damaged by 102 for 1 damage, now dead
[Turn 71.6] [Damage event] PLANE_ATTACK: plane 23 damaged by 102 for 1 damage, now dead
[Turn 72] [Damage event] PLANE_ATTACK: plane 15 damaged by 102 for 1 damage, now dead
[Turn 72.2] [Damage event] PLANE_ATTACK: plane 36 damaged by 102 for 1 damage, now dead
[Turn 72.2] [Damage event] PLANE_ATTACK: plane 44 damaged by 103 for 1 damage, now dead
[Turn 74.4] [Damage event] PLANE_ATTACK: plane 8 damaged by 103 for 1 damage, now dead
[Turn 119.66666666666667] [Damage event] PLANE_ATTACK: plane 57 damaged by 102 for 1 damage, now dead
[Turn 119.8] [Damage event] PLANE_ATTACK: plane 85 damaged by 102 for 1 damage, now dead
[Turn 119.8] [Damage event] PLANE_ATTACK: plane 92 damaged by 102 for 1 damage, now dead
[Turn 120] [Damage event] PLANE_ATTACK: plane 99 damaged by 102 for 1 damage, now dead
[Turn 120.2] [Damage event] PLANE_ATTACK: plane 64 damaged by 102 for 1 damage, now dead
[Turn 120.26666666666667] [Damage event] PLANE_ATTACK: plane 79 damaged by 102 for 1 damage, now dead
[Turn 120.53333333333333] [Damage event] PLANE_ATTACK: plane 72 damaged by 102 for 1 damage, now dead
[Turn 120.6] [Damage event] PLANE_ATTACK: plane 71 damaged by 102 for 1 damage, now dead
[Turn 120.6] [Damage event] PLANE_ATTACK: plane 78 damaged by 102 for 1 damage, now dead
[Turn 120.8] [Damage event] PLANE_ATTACK: plane 59 damaged by 102 for 1 damage, now dead
[Turn 120.93333333333334] [Damage event] PLANE_ATTACK: plane 65 damaged by 102 for 1 damage, now dead
[Turn 120.93333333333334] [Damage event] PLANE_ATTACK: plane 86 damaged by 102 for 1 damage, now dead
[Turn 121.06666666666666] [Damage event] PLANE_ATTACK: plane 58 damaged by 102 for 1 damage, now dead
[Turn 121.26666666666667] [Damage event] PLANE_ATTACK: plane 87 damaged by 103 for 1 damage, now dead
[Turn 121.33333333333333] [Damage event] PLANE_ATTACK: plane 51 damaged by 102 for 1 damage, now dead
[Turn 121.4] [Damage event] PLANE_ATTACK: plane 93 damaged by 102 for 1 damage, now dead
[Turn 121.8] [Damage event] PLANE_ATTACK: plane 94 damaged by 102 for 1 damage, now dead
[Turn 122] [Damage event] PLANE_ATTACK: plane 66 damaged by 102 for 1 damage, now dead
[Turn 122] [Damage event] PLANE_ATTACK: plane 52 damaged by 103 for 1 damage, now dead
[Turn 122.4] [Damage event] PLANE_ATTACK: plane 67 damaged by 103 for 1 damage, now dead
[Turn 122.6] [Damage event] PLANE_ATTACK: plane 89 damaged by 103 for 1 damage, now dead
[Turn 122.73333333333333] [Damage event] PLANE_ATTACK: plane 88 damaged by 102 for 1 damage, now dead
[Turn 122.73333333333333] [Damage event] PLANE_ATTACK: plane 88 damaged by 103 for 1 damage, now dead
[Turn 122.8] [Damage event] PLANE_ATTACK: plane 73 damaged by 102 for 1 damage, now dead
[Turn 122.8] [Damage event] PLANE_ATTACK: plane 73 damaged by 103 for 1 damage, now dead
[Turn 123.13333333333334] [Damage event] PLANE_ATTACK: plane 74 damaged by 103 for 1 damage, now dead
[Turn 123.53333333333333] [Damage event] PLANE_ATTACK: plane 95 damaged by 103 for 1 damage, now dead
[Turn 123.86666666666666] [Damage event] PLANE_ATTACK: plane 69 damaged by 103 for 1 damage, now dead
[Turn 124] [Damage event] PLANE_ATTACK: plane 68 damaged by 103 for 1 damage, now dead
[Turn 124.13333333333334] [Damage event] PLANE_ATTACK: plane 53 damaged by 103 for 1 damage, now dead
[Turn 124.2] [Damage event] PLANE_ATTACK: plane 96 damaged by 103 for 1 damage, now dead
[Turn 124.26666666666667] [Damage event] PLANE_ATTACK: plane 81 damaged by 103 for 1 damage, now dead
[Turn 124.73333333333333] [Damage event] PLANE_ATTACK: plane 54 damaged by 103 for 1 damage, now dead
[Turn 124.8] [Damage event] PLANE_ATTACK: plane 97 damaged by 103 for 1 damage, now dead
[Turn 125] [Damage event] PLANE_ATTACK: plane 75 damaged by 103 for 1 damage, now dead
[Turn 125.6] [Damage event] PLANE_ATTACK: plane 82 damaged by 103 for 1 damage, now dead
[Turn 125.8] [Damage event] PLANE_ATTACK: plane 76 damaged by 103 for 1 damage, now dead
[Turn 126.13333333333334] [Damage event] PLANE_ATTACK: plane 61 damaged by 103 for 1 damage, now dead
[Turn 126.13333333333334] [Damage event] PLANE_ATTACK: plane 77 damaged by 103 for 1 damage, now dead
[Turn 126.4] [Damage event] PLANE_ATTACK: plane 55 damaged by 103 for 1 damage, now dead
[Turn 126.53333333333333] [Damage event] PLANE_ATTACK: plane 98 damaged by 103 for 1 damage, now dead
[Turn 127.4] [Damage event] PLANE_ATTACK: plane 62 damaged by 103 for 1 damage, now dead
[Turn 127.73333333333333] [Damage event] PLANE_ATTACK: plane 83 damaged by 103 for 1 damage, now dead
[Turn 127.8] [Damage event] PLANE_ATTACK: plane 56 damaged by 103 for 1 damage, now dead
[Turn 128.6] [Damage event] PLANE_ATTACK: plane 84 damaged by 103 for 1 damage, now dead
[Turn 129.66666666666666] [Damage event] PLANE_ATTACK: plane 63 damaged by 103 for 1 damage, now dead
[Turn 243.33333333333334] [Damage event] PLANE_ATTACK: plane 70 damaged by 103 for 1 damage, now dead
[Turn 244.8] [Damage event] PLANE_ATTACK: plane 28 damaged by 103 for 1 damage, now dead
[Turn 244.8] [Damage event] PLANE_ATTACK: plane 49 damaged by 103 for 1 damage, now dead
[Turn 246.06666666666666] [Damage event] PLANE_ATTACK: plane 7 damaged by 103 for 1 damage, now dead
[Turn 246.53333333333333] [Damage event] PLANE_ATTACK: plane 90 damaged by 103 for 1 damage, now dead
[Turn 247.33333333333334] [Damage event] PLANE_ATTACK: plane 27 damaged by 103 for 1 damage, now dead
[Turn 247.33333333333334] [Damage event] PLANE_ATTACK: plane 35 damaged by 103 for 1 damage, now dead
[Turn 247.6] [Damage event] PLANE_ATTACK: plane 48 damaged by 103 for 1 damage, now dead
[Turn 248] [Damage event] PLANE_ATTACK: plane 14 damaged by 102 for 1 damage, now dead
[Turn 248.6] [Damage event] PLANE_ATTACK: plane 6 damaged by 103 for 1 damage, now dead
[Turn 249.13333333333333] [Damage event] PLANE_ATTACK: plane 19 damaged by 103 for 1 damage, now dead
[Turn 249.6] [Damage event] PLANE_ATTACK: plane 26 damaged by 103 for 1 damage, now dead
[Turn 250] [Damage event] PLANE_ATTACK: plane 47 damaged by 103 for 1 damage, now dead
[Turn 250.4] [Damage event] PLANE_ATTACK: plane 39 damaged by 103 for 1 damage, now dead
[Turn 250.86666666666667] [Damage event] PLANE_ATTACK: plane 60 damaged by 103 for 1 damage, now dead
[Turn 251.8] [Damage event] PLANE_ATTACK: plane 18 damaged by 102 for 1 damage, now dead
[Turn 252.06666666666666] [Damage event] PLANE_ATTACK: plane 46 damaged by 102 for 1 damage, now dead
[Turn 252.46666666666667] [Damage event] PLANE_ATTACK: plane 17 damaged by 103 for 1 damage, now dead
[Turn 252.46666666666667] [Damage event] PLANE_ATTACK: plane 80 damaged by 103 for 1 damage, now dead
[Turn 253.13333333333333] [Damage event] PLANE_ATTACK: plane 38 damaged by 103 for 1 damage, now dead
[Turn 255.2] [Damage event] PLANE_ATTACK: plane 9 damaged by 102 for 1 damage, now dead
[Turn 255.86666666666667] [Damage event] PLANE_ATTACK: plane 50 damaged by 103 for 1 damage, now dead
[Turn 256.6666666666667] [Damage event] PLANE_ATTACK: plane 29 damaged by 103 for 1 damage, now dead
[Turn 257.2] [Damage event] PLANE_ATTACK: plane 37 damaged by 104 for 1 damage, now dead
[Turn 314.3333333333333] [Damage event] PLANE_ATTACK: plane 91 damaged by 103 for 1 damage, now dead
Game ended!
Writing gamelog to gamelog.json...
Done

---- ERRORS (stderr) ----

